AwardYear,AwardCeremonyNum,Movie,AwardCategory,AwardStatus
1951,24,Death of a Salesman,CINEMATOGRAPHY (Black-and-White),nominated
1951,24,A Streetcar Named Desire,CINEMATOGRAPHY (Black-and-White),nominated
1951,24,An American in Paris,CINEMATOGRAPHY (Color),won
1951,24,When Worlds Collide,CINEMATOGRAPHY (Color),nominated
1951,24,David and Bathsheba,CINEMATOGRAPHY (Color),nominated
1951,24,Quo Vadis,CINEMATOGRAPHY (Color),nominated
1951,24,Show Boat,CINEMATOGRAPHY (Color),nominated
1951,24,A Place in the Sun,COSTUME DESIGN (Black-and-White),won
1951,24,The Mudlark,COSTUME DESIGN (Black-and-White),nominated
1951,24,A Streetcar Named Desire,COSTUME DESIGN (Black-and-White),nominated
1951,24,The Model and the Marriage Broker,COSTUME DESIGN (Black-and-White),nominated
1951,24,Kind Lady,COSTUME DESIGN (Black-and-White),nominated
1951,24,An American in Paris,COSTUME DESIGN (Color),won
1951,24,Tales of Hoffmann,COSTUME DESIGN (Color),nominated
1951,24,The Great Caruso,COSTUME DESIGN (Color),nominated
1951,24,David and Bathsheba,COSTUME DESIGN (Color),nominated
1951,24,Quo Vadis,COSTUME DESIGN (Color),nominated
1951,24,An American in Paris,DIRECTING,nominated
1951,24,A Place in the Sun,DIRECTING,won
1951,24,A Streetcar Named Desire,DIRECTING,nominated
1951,24,Detective Story,DIRECTING,nominated
1951,24,The African Queen,DIRECTING,nominated
1951,24,I Was a Communist for the F.B.I.,DOCUMENTARY (Feature),nominated
1951,24,Kon-Tiki,DOCUMENTARY (Feature),won
1951,24,Benjy,DOCUMENTARY (Short Subject),won
1951,24,One Who Came Back,DOCUMENTARY (Short Subject),nominated
1951,24,The Seeing Eye,DOCUMENTARY (Short Subject),nominated
1951,24,An American in Paris,FILM EDITING,nominated
1951,24,A Place in the Sun,FILM EDITING,won
1951,24,Quo Vadis,FILM EDITING,nominated
1951,24,The Well,FILM EDITING,nominated
1951,24,Decision before Dawn,FILM EDITING,nominated
1951,24,A Place in the Sun,MUSIC (Music Score of a Dramatic or Comedy Picture),won
1951,24,Death of a Salesman,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1951,24,A Streetcar Named Desire,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1951,24,David and Bathsheba,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1951,24,Quo Vadis,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1951,24,Alice in Wonderland,MUSIC (Scoring of a Musical Picture),nominated
1951,24,An American in Paris,MUSIC (Scoring of a Musical Picture),won
1951,24,On the Riviera,MUSIC (Scoring of a Musical Picture),nominated
1951,24,The Great Caruso,MUSIC (Scoring of a Musical Picture),nominated
1951,24,Show Boat,MUSIC (Scoring of a Musical Picture),nominated
1951,24,Golden Girl,MUSIC (Song),nominated
1951,24,Here Comes the Groom,MUSIC (Song),won
1951,24,Royal Wedding,MUSIC (Song),nominated
1951,24,The Strip,MUSIC (Song),nominated
1951,24,"Rich, Young and Pretty",MUSIC (Song),nominated
1951,24,An American in Paris,BEST MOTION PICTURE,won
1951,24,A Place in the Sun,BEST MOTION PICTURE,nominated
1951,24,A Streetcar Named Desire,BEST MOTION PICTURE,nominated
1951,24,Quo Vadis,BEST MOTION PICTURE,nominated
1951,24,Decision before Dawn,BEST MOTION PICTURE,nominated
1951,24,Rooty Toot Toot,SHORT SUBJECT (Cartoon),nominated
1951,24,The Two Mouseketeers,SHORT SUBJECT (Cartoon),won
1951,24,"Lambert, the Sheepish Lion",SHORT SUBJECT (Cartoon),nominated
1951,24,The Story of Time,SHORT SUBJECT (One-reel),nominated
1951,24,Ridin' the Rails,SHORT SUBJECT (One-reel),nominated
1951,24,World of Kids,SHORT SUBJECT (One-reel),won
1951,24,Balzac,SHORT SUBJECT (Two-reel),nominated
1951,24,Nature's Half Acre,SHORT SUBJECT (Two-reel),won
1951,24,Danger under the Sea,SHORT SUBJECT (Two-reel),nominated
1951,24,A Streetcar Named Desire,SOUND RECORDING,nominated
1951,24,The Great Caruso,SOUND RECORDING,won
1951,24,Bright Victory,SOUND RECORDING,nominated
1951,24,Two Tickets to Broadway,SOUND RECORDING,nominated
1951,24,I Want You,SOUND RECORDING,nominated
1951,24,The Frogmen,WRITING (Motion Picture Story),nominated
1951,24,Bullfighter and the Lady,WRITING (Motion Picture Story),nominated
1951,24,Seven Days to Noon,WRITING (Motion Picture Story),won
1951,24,Here Comes the Groom,WRITING (Motion Picture Story),nominated
1951,24,Teresa,WRITING (Motion Picture Story),nominated
1951,24,A Place in the Sun,WRITING (Screenplay),won
1951,24,A Streetcar Named Desire,WRITING (Screenplay),nominated
1951,24,Detective Story,WRITING (Screenplay),nominated
1951,24,The African Queen,WRITING (Screenplay),nominated
1951,24,La Ronde,WRITING (Screenplay),nominated
1951,24,An American in Paris,WRITING (Story and Screenplay),won
1951,24,Go for Broke!,WRITING (Story and Screenplay),nominated
1951,24,The Big Carnival,WRITING (Story and Screenplay),nominated
1951,24,David and Bathsheba,WRITING (Story and Screenplay),nominated
1951,24,The Well,WRITING (Story and Screenplay),nominated
1952,25,Viva Zapata!,ACTOR,nominated
1952,25,The Lavender Hill Mob,ACTOR,nominated
1952,25,High Noon,ACTOR,won
1952,25,The Bad and the Beautiful,ACTOR,nominated
1952,25,Moulin Rouge,ACTOR,nominated
1952,25,The Big Sky,ACTOR IN A SUPPORTING ROLE,nominated
1952,25,Viva Zapata!,ACTOR IN A SUPPORTING ROLE,won
1952,25,Sudden Fear,ACTOR IN A SUPPORTING ROLE,nominated
1952,25,The Quiet Man,ACTOR IN A SUPPORTING ROLE,nominated
1952,25,My Cousin Rachel,ACTOR IN A SUPPORTING ROLE,nominated
1952,25,Sudden Fear,ACTRESS,nominated
1952,25,The Member of the Wedding,ACTRESS,nominated
1952,25,With a Song in My Heart,ACTRESS,nominated
1952,25,The Star,ACTRESS,nominated
1952,25,"Come Back, Little Sheba",ACTRESS,won
1952,25,With a Song in My Heart,ACTRESS IN A SUPPORTING ROLE,nominated
1952,25,Singin' in the Rain,ACTRESS IN A SUPPORTING ROLE,nominated
1952,25,"Come Back, Little Sheba",ACTRESS IN A SUPPORTING ROLE,nominated
1952,25,The Bad and the Beautiful,ACTRESS IN A SUPPORTING ROLE,won
1952,25,Moulin Rouge,ACTRESS IN A SUPPORTING ROLE,nominated
1952,25,Viva Zapata!,ART DIRECTION (Black-and-White),nominated
1952,25,Carrie,ART DIRECTION (Black-and-White),nominated
1952,25,Rashomon,ART DIRECTION (Black-and-White),nominated
1952,25,My Cousin Rachel,ART DIRECTION (Black-and-White),nominated
1952,25,The Bad and the Beautiful,ART DIRECTION (Black-and-White),won
1952,25,The Quiet Man,ART DIRECTION (Color),nominated
1952,25,Hans Christian Andersen,ART DIRECTION (Color),nominated
1952,25,The Snows of Kilimanjaro,ART DIRECTION (Color),nominated
1952,25,The Merry Widow,ART DIRECTION (Color),nominated
1952,25,Moulin Rouge,ART DIRECTION (Color),won
1952,25,The Big Sky,CINEMATOGRAPHY (Black-and-White),nominated
1952,25,Navajo,CINEMATOGRAPHY (Black-and-White),nominated
1952,25,Sudden Fear,CINEMATOGRAPHY (Black-and-White),nominated
1952,25,My Cousin Rachel,CINEMATOGRAPHY (Black-and-White),nominated
1952,25,The Bad and the Beautiful,CINEMATOGRAPHY (Black-and-White),won
1952,25,The Quiet Man,CINEMATOGRAPHY (Color),won
1952,25,Hans Christian Andersen,CINEMATOGRAPHY (Color),nominated
1952,25,The Snows of Kilimanjaro,CINEMATOGRAPHY (Color),nominated
1952,25,Ivanhoe,CINEMATOGRAPHY (Color),nominated
1952,25,Million Dollar Mermaid,CINEMATOGRAPHY (Color),nominated
1952,25,Affair in Trinidad,COSTUME DESIGN (Black-and-White),nominated
1952,25,Sudden Fear,COSTUME DESIGN (Black-and-White),nominated
1952,25,Carrie,COSTUME DESIGN (Black-and-White),nominated
1952,25,My Cousin Rachel,COSTUME DESIGN (Black-and-White),nominated
1952,25,The Bad and the Beautiful,COSTUME DESIGN (Black-and-White),won
1952,25,Hans Christian Andersen,COSTUME DESIGN (Color),nominated
1952,25,The Greatest Show on Earth,COSTUME DESIGN (Color),nominated
1952,25,The Merry Widow,COSTUME DESIGN (Color),nominated
1952,25,With a Song in My Heart,COSTUME DESIGN (Color),nominated
1952,25,Moulin Rouge,COSTUME DESIGN (Color),won
1952,25,The Quiet Man,DIRECTING,won
1952,25,The Greatest Show on Earth,DIRECTING,nominated
1952,25,High Noon,DIRECTING,nominated
1952,25,Five Fingers,DIRECTING,nominated
1952,25,Moulin Rouge,DIRECTING,nominated
1952,25,The Sea around Us,DOCUMENTARY (Feature),won
1952,25,Navajo,DOCUMENTARY (Feature),nominated
1952,25,The Hoaxters,DOCUMENTARY (Feature),nominated
1952,25,The Garden Spider (Epeira Diadema),DOCUMENTARY (Short Subject),nominated
1952,25,Man Alive!,DOCUMENTARY (Short Subject),nominated
1952,25,Devil Take Us,DOCUMENTARY (Short Subject),nominated
1952,25,Neighbours,DOCUMENTARY (Short Subject),won
1952,25,The Greatest Show on Earth,FILM EDITING,nominated
1952,25,High Noon,FILM EDITING,won
1952,25,Flat Top,FILM EDITING,nominated
1952,25,"Come Back, Little Sheba",FILM EDITING,nominated
1952,25,Moulin Rouge,FILM EDITING,nominated
1952,25,Viva Zapata!,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1952,25,Miracle of Fatima,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1952,25,High Noon,MUSIC (Music Score of a Dramatic or Comedy Picture),won
1952,25,Ivanhoe,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1952,25,The Thief,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1952,25,Hans Christian Andersen,MUSIC (Scoring of a Musical Picture),nominated
1952,25,The Medium,MUSIC (Scoring of a Musical Picture),nominated
1952,25,Singin' in the Rain,MUSIC (Scoring of a Musical Picture),nominated
1952,25,With a Song in My Heart,MUSIC (Scoring of a Musical Picture),won
1952,25,The Jazz Singer,MUSIC (Scoring of a Musical Picture),nominated
1952,25,Just for You,MUSIC (Song),nominated
1952,25,Hans Christian Andersen,MUSIC (Song),nominated
1952,25,High Noon,MUSIC (Song),won
1952,25,Because You're Mine,MUSIC (Song),nominated
1952,25,Son of Paleface,MUSIC (Song),nominated
1952,25,The Quiet Man,BEST MOTION PICTURE,nominated
1952,25,The Greatest Show on Earth,BEST MOTION PICTURE,won
1952,25,High Noon,BEST MOTION PICTURE,nominated
1952,25,Ivanhoe,BEST MOTION PICTURE,nominated
1952,25,Moulin Rouge,BEST MOTION PICTURE,nominated
1952,25,Little Johnny Jet,SHORT SUBJECT (Cartoon),nominated
1952,25,Pink and Blue Blues,SHORT SUBJECT (Cartoon),nominated
1952,25,Romance of Transportation,SHORT SUBJECT (Cartoon),nominated
1952,25,Madeline,SHORT SUBJECT (Cartoon),nominated
1952,25,Johann Mouse,SHORT SUBJECT (Cartoon),won
1952,25,Light in the Window: The Art of Vermeer,SHORT SUBJECT (One-reel),won
1952,25,Desert Killer,SHORT SUBJECT (One-reel),nominated
1952,25,Neighbours,SHORT SUBJECT (One-reel),nominated
1952,25,Athletes of the Saddle,SHORT SUBJECT (One-reel),nominated
1952,25,Royal Scotland,SHORT SUBJECT (One-reel),nominated
1952,25,Devil Take Us,SHORT SUBJECT (Two-reel),nominated
1952,25,Thar She Blows!,SHORT SUBJECT (Two-reel),nominated
1952,25,Bridge of Time,SHORT SUBJECT (Two-reel),nominated
1952,25,Water Birds,SHORT SUBJECT (Two-reel),won
1952,25,The Quiet Man,SOUND RECORDING,nominated
1952,25,Breaking the Sound Barrier,SOUND RECORDING,won
1952,25,Hans Christian Andersen,SOUND RECORDING,nominated
1952,25,The Promoter,SOUND RECORDING,nominated
1952,25,With a Song in My Heart,SOUND RECORDING,nominated
1952,25,The Greatest Show on Earth,WRITING (Motion Picture Story),won
1952,25,My Son John,WRITING (Motion Picture Story),nominated
1952,25,The Pride of St. Louis,WRITING (Motion Picture Story),nominated
1952,25,The Sniper,WRITING (Motion Picture Story),nominated
1952,25,The Narrow Margin,WRITING (Motion Picture Story),nominated
1952,25,The Quiet Man,WRITING (Screenplay),nominated
1952,25,High Noon,WRITING (Screenplay),nominated
1952,25,Five Fingers,WRITING (Screenplay),nominated
1952,25,The Bad and the Beautiful,WRITING (Screenplay),won
1952,25,The Man in the White Suit,WRITING (Screenplay),nominated
1952,25,The Atomic City,WRITING (Story and Screenplay),nominated
1952,25,Viva Zapata!,WRITING (Story and Screenplay),nominated
1952,25,The Lavender Hill Mob,WRITING (Story and Screenplay),won
1952,25,Breaking the Sound Barrier,WRITING (Story and Screenplay),nominated
1952,25,Pat and Mike,WRITING (Story and Screenplay),nominated
1953,26,Julius Caesar,ACTOR,nominated
1953,26,From Here to Eternity,ACTOR,nominated
1953,26,Stalag 17,ACTOR,won
1953,26,The Robe,ACTOR,nominated
1953,26,Shane,ACTOR IN A SUPPORTING ROLE,nominated
1953,26,Stalag 17,ACTOR IN A SUPPORTING ROLE,nominated
1953,26,From Here to Eternity,ACTOR IN A SUPPORTING ROLE,won
1953,26,Roman Holiday,ACTOR IN A SUPPORTING ROLE,nominated
1953,26,Roman Holiday,ACTRESS,won
1953,26,Mogambo,ACTRESS,nominated
1953,26,Lili,ACTRESS,nominated
1953,26,The Moon Is Blue,ACTRESS,nominated
1953,26,From Here to Eternity,ACTRESS,nominated
1953,26,Mogambo,ACTRESS IN A SUPPORTING ROLE,nominated
1953,26,Hondo,ACTRESS IN A SUPPORTING ROLE,nominated
1953,26,Torch Song,ACTRESS IN A SUPPORTING ROLE,nominated
1953,26,From Here to Eternity,ACTRESS IN A SUPPORTING ROLE,won
1953,26,Pickup on South Street,ACTRESS IN A SUPPORTING ROLE,nominated
1953,26,The President's Lady,ART DIRECTION (Black-and-White),nominated
1953,26,Martin Luther,ART DIRECTION (Black-and-White),nominated
1953,26,Roman Holiday,ART DIRECTION (Black-and-White),nominated
1953,26,Julius Caesar,ART DIRECTION (Black-and-White),won
1953,26,Titanic,ART DIRECTION (Black-and-White),nominated
1953,26,Knights of the Round Table,ART DIRECTION (Color),nominated
1953,26,Lili,ART DIRECTION (Color),nominated
1953,26,The Story of Three Loves,ART DIRECTION (Color),nominated
1953,26,Young Bess,ART DIRECTION (Color),nominated
1953,26,The Robe,ART DIRECTION (Color),won
1953,26,The Four Poster,CINEMATOGRAPHY (Black-and-White),nominated
1953,26,From Here to Eternity,CINEMATOGRAPHY (Black-and-White),won
1953,26,Martin Luther,CINEMATOGRAPHY (Black-and-White),nominated
1953,26,Roman Holiday,CINEMATOGRAPHY (Black-and-White),nominated
1953,26,Julius Caesar,CINEMATOGRAPHY (Black-and-White),nominated
1953,26,Lili,CINEMATOGRAPHY (Color),nominated
1953,26,All the Brothers Were Valiant,CINEMATOGRAPHY (Color),nominated
1953,26,Shane,CINEMATOGRAPHY (Color),won
1953,26,Beneath the 12-Mile Reef,CINEMATOGRAPHY (Color),nominated
1953,26,The Robe,CINEMATOGRAPHY (Color),nominated
1953,26,The Actress,COSTUME DESIGN (Black-and-White),nominated
1953,26,From Here to Eternity,COSTUME DESIGN (Black-and-White),nominated
1953,26,The President's Lady,COSTUME DESIGN (Black-and-White),nominated
1953,26,Roman Holiday,COSTUME DESIGN (Black-and-White),won
1953,26,Dream Wife,COSTUME DESIGN (Black-and-White),nominated
1953,26,Call Me Madam,COSTUME DESIGN (Color),nominated
1953,26,How to Marry a Millionaire,COSTUME DESIGN (Color),nominated
1953,26,Young Bess,COSTUME DESIGN (Color),nominated
1953,26,The Band Wagon,COSTUME DESIGN (Color),nominated
1953,26,The Robe,COSTUME DESIGN (Color),won
1953,26,From Here to Eternity,DIRECTING,won
1953,26,Lili,DIRECTING,nominated
1953,26,Shane,DIRECTING,nominated
1953,26,Stalag 17,DIRECTING,nominated
1953,26,Roman Holiday,DIRECTING,nominated
1953,26,A Queen Is Crowned,DOCUMENTARY (Feature),nominated
1953,26,The Conquest of Everest,DOCUMENTARY (Feature),nominated
1953,26,The Living Desert,DOCUMENTARY (Feature),won
1953,26,The Word,DOCUMENTARY (Short Subject),nominated
1953,26,The Living City,DOCUMENTARY (Short Subject),nominated
1953,26,Operation Blue Jay,DOCUMENTARY (Short Subject),nominated
1953,26,The Alaskan Eskimo,DOCUMENTARY (Short Subject),won
1953,26,They Planted a Stone,DOCUMENTARY (Short Subject),nominated
1953,26,From Here to Eternity,FILM EDITING,won
1953,26,The War of the Worlds,FILM EDITING,nominated
1953,26,The Moon Is Blue,FILM EDITING,nominated
1953,26,Crazylegs,FILM EDITING,nominated
1953,26,Roman Holiday,FILM EDITING,nominated
1953,26,This Is Cinerama,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1953,26,Lili,MUSIC (Music Score of a Dramatic or Comedy Picture),won
1953,26,Above and Beyond,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1953,26,From Here to Eternity,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1953,26,Julius Caesar,MUSIC (Music Score of a Dramatic or Comedy Picture),nominated
1953,26,Kiss Me Kate,MUSIC (Scoring of a Musical Picture),nominated
1953,26,"The 5,000 Fingers of Dr. T",MUSIC (Scoring of a Musical Picture),nominated
1953,26,Call Me Madam,MUSIC (Scoring of a Musical Picture),won
1953,26,Calamity Jane,MUSIC (Scoring of a Musical Picture),nominated
1953,26,The Band Wagon,MUSIC (Scoring of a Musical Picture),nominated
1953,26,Small Town Girl,MUSIC (Song),nominated
1953,26,Miss Sadie Thompson,MUSIC (Song),nominated
1953,26,The Moon Is Blue,MUSIC (Song),nominated
1953,26,Calamity Jane,MUSIC (Song),won
1953,26,The Caddy,MUSIC (Song),nominated
1953,26,From Here to Eternity,BEST MOTION PICTURE,won
1953,26,Julius Caesar,BEST MOTION PICTURE,nominated
1953,26,Shane,BEST MOTION PICTURE,nominated
1953,26,Roman Holiday,BEST MOTION PICTURE,nominated
1953,26,The Robe,BEST MOTION PICTURE,nominated
1953,26,From A to Z-Z-Z-Z,SHORT SUBJECT (Cartoon),nominated
1953,26,The Tell Tale Heart,SHORT SUBJECT (Cartoon),nominated
1953,26,Christopher Crumpet,SHORT SUBJECT (Cartoon),nominated
1953,26,Rugged Bear,SHORT SUBJECT (Cartoon),nominated
1953,26,"Toot, Whistle, Plunk and Boom",SHORT SUBJECT (Cartoon),won
1953,26,The Merry Wives of Windsor Overture,SHORT SUBJECT (One-reel),won
1953,26,Herring Hunt,SHORT SUBJECT (One-reel),nominated
1953,26,Wee Water Wonders,SHORT SUBJECT (One-reel),nominated
1953,26,Joy of Living,SHORT SUBJECT (One-reel),nominated
1953,26,Christ among the Primitives,SHORT SUBJECT (One-reel),nominated
1953,26,Winter Paradise,SHORT SUBJECT (Two-reel),nominated
1953,26,Ben and Me,SHORT SUBJECT (Two-reel),nominated
1953,26,Bear Country,SHORT SUBJECT (Two-reel),won
1953,26,Vesuvius Express,SHORT SUBJECT (Two-reel),nominated
1953,26,Return to Glennascaul,SHORT SUBJECT (Two-reel),nominated
1953,26,Knights of the Round Table,SOUND RECORDING,nominated
1953,26,The Mississippi Gambler,SOUND RECORDING,nominated
1953,26,The War of the Worlds,SOUND RECORDING,nominated
1953,26,Calamity Jane,SOUND RECORDING,nominated
1953,26,From Here to Eternity,SOUND RECORDING,won
1953,26,Above and Beyond,WRITING (Motion Picture Story),nominated
1953,26,Hondo,WRITING (Motion Picture Story),nominated
1953,26,Roman Holiday,WRITING (Motion Picture Story),won
1953,26,The Captain's Paradise,WRITING (Motion Picture Story),nominated
1953,26,Little Fugitive,WRITING (Motion Picture Story),nominated
1953,26,The Cruel Sea,WRITING (Screenplay),nominated
1953,26,From Here to Eternity,WRITING (Screenplay),won
1953,26,Lili,WRITING (Screenplay),nominated
1953,26,Shane,WRITING (Screenplay),nominated
1953,26,Roman Holiday,WRITING (Screenplay),nominated
1953,26,The Naked Spur,WRITING (Story and Screenplay),nominated
1953,26,Take the High Ground,WRITING (Story and Screenplay),nominated
1953,26,The Band Wagon,WRITING (Story and Screenplay),nominated
1953,26,Titanic,WRITING (Story and Screenplay),won
1953,26,The Desert Rats,WRITING (Story and Screenplay),nominated
1954,27,On the Waterfront,ACTOR,won
1954,27,A Star Is Born,ACTOR,nominated
1954,27,The Country Girl,ACTOR,nominated
1954,27,The Caine Mutiny,ACTOR,nominated
1954,27,Adventures of Robinson Crusoe,ACTOR,nominated
1954,27,On the Waterfront,ACTOR IN A SUPPORTING ROLE,nominated
1954,27,The Barefoot Contessa,ACTOR IN A SUPPORTING ROLE,won
1954,27,The Caine Mutiny,ACTOR IN A SUPPORTING ROLE,nominated
1954,27,Magnificent Obsession,ACTRESS,nominated
1954,27,Sabrina,ACTRESS,nominated
1954,27,A Star Is Born,ACTRESS,nominated
1954,27,The Country Girl,ACTRESS,won
1954,27,Carmen Jones,ACTRESS,nominated
1954,27,The High and the Mighty,ACTRESS IN A SUPPORTING ROLE,nominated
1954,27,Executive Suite,ACTRESS IN A SUPPORTING ROLE,nominated
1954,27,Broken Lance,ACTRESS IN A SUPPORTING ROLE,nominated
1954,27,On the Waterfront,ACTRESS IN A SUPPORTING ROLE,won
1954,27,Sabrina,ART DIRECTION (Black-and-White),nominated
